ФИО,Год_поступления,Форма_обучения,Средний_балл_аттестата,Общий_балл,Специальность,Адрес_регистрации,Телефон,ЦТ_Русский язык,ЦТ_Химия,ЦТ_Физика,ЦТ_Математика,ЦТ_История,ЦТ_Биология
Мишин Владимир Викентьевич,2023,Бюджет,5.3,334.5,Психология,ст. Щелково,8 833 849 8411,,,,85.0,99.0,97.0
Беляева Анастасия Львовна,2022,Целевое,9.4,302.1,Психология,г. Ржев,8 088 148 1680,,56.0,,,78.0,74.0
Поликарп Антонович Дроздов,2021,Бюджет,7.8,316.2,Кибербезопасность,д. Сеймчан,+78098617705,66.0,,,100.0,72.0,
Гурьев Селиверст Вячеславович,2021,Платка,5.3,277.9,Философия,ст. Аргаяш,8 (728) 168-23-44,66.0,,,64.0,95.0,
Лапина Дарья Эльдаровна,2022,Бюджет,9.6,352.9,Радиофизика,с. Сунтар,8 (448) 619-4389,,89.0,,,78.0,90.0
Мухина Тамара Афанасьевна,2021,Бюджет,7.4,250.3,Лечебное дело,п. Череповец,+7 791 375 84 75,55.0,,63.0,,58.0,
София Вячеславовна Савельева,2021,Целевое,7.7,219.4,Прикладная информатика,клх Нефтеюганск,+7 079 631 7609,50.0,40.0,,52.0,,
Шилов Мстислав Артёмович,2021,Бюджет,8.4,355.2,Прикладная математика,д. Крымск,+7 892 034 87 98,,100.0,,100.0,71.0,
Носова Мария Георгиевна,2022,Целевое,7.2,327.3,Психология,д. Яхрома,+7 768 496 72 83,69.0,,,,100.0,86.0
Олимпиада Ивановна Калинина,2019,Целевое,6.7,183.1,Философия,г. Яр-Сале,+7 (362) 292-1447,,,,33.0,47.0,36.0
Вениамин Ермолаевич Тихонов,2022,Целевое,8.0,226.3,Международные отношения,к. Кыштым,+78882510138,,59.0,,39.0,,48.0
Лора Робертовна Петухова,2019,Целевое,6.6,206.9,Международные отношения,с. Пятигорск,80361580212,61.0,38.0,42.0,,,
Дементьева Вера Валентиновна,2023,Целевое,7.5,283.5,Философия,г. Зеленогорск (Ленин.),+73183922724,76.0,75.0,58.0,,,
Ия Владимировна Медведева,2022,Бюджет,6.3,242.3,Психология,д. Моздок,+7 (807) 225-01-21,,,52.0,50.0,,77.0
Журавлев Виктор Дмитриевич,2021,Бюджет,7.7,368.4,Лечебное дело,к. Певек,8 092 265 4591,,100.0,,,91.0,100.0
Фомина Тамара Робертовна,2023,Целевое,6.8,330.5,История,ст. Вязьма,+7 705 295 5398,95.0,,,78.0,89.0,
Хохлова Майя Евгеньевна,2021,Платка,7.9,376.6,Радиофизика,с. Яр-Сале,+7 (378) 007-8673,,,,98.0,100.0,100.0
Лебедева Нинель Тарасовна,2020,Платка,6.6,304.4,Радиофизика,г. Макаров,8 634 624 5532,,93.0,,88.0,57.0,
Елена Максимовна Герасимова,2023,Платка,8.3,272.4,Психология,клх Белогорск (Амур.),8 553 263 8447,,,51.0,,77.0,61.0
Агафья Геннадиевна Ситникова,2023,Целевое,8.6,335.2,Прикладная математика,г. Ахтубинск,+76136923984,,,90.0,,85.0,74.0
Жданов Радован Бориславович,2023,Бюджет,6.8,331.4,Международные отношения,д. Калуга,+7 883 010 1514,,,83.0,,100.0,80.0
Станимир Фадеевич Тетерин,2021,Целевое,7.5,315.2,История,с. Верхотурье,+7 (105) 107-51-56,86.0,,,,86.0,68.0
Прохоров Михаил Ефимьевич,2019,Целевое,6.7,256.7,Кибербезопасность,д. Каневская,+7 (930) 572-6873,,62.0,74.0,,,54.0
Эмилия Святославовна Гусева,2020,Бюджет,8.1,312.2,Радиофизика,клх Сосьва (Хант.),8 223 681 8861,72.0,76.0,,,,83.0
Уварова Синклитикия Эдуардовна,2021,Бюджет,6.5,255.1,Психология,г. Туапсе,8 (183) 144-06-71,75.0,,69.0,,,46.0
Кириллова Зоя Тимофеевна,2021,Целевое,7.2,318.0,Радиофизика,клх Елатьма,8 (444) 071-3714,77.0,69.0,100.0,,,
Колобова Марфа Эдуардовна,2020,Бюджет,7.2,244.5,Лечебное дело,ст. Невьянск,8 (567) 568-87-95,54.0,,50.0,69.0,,
Аким Исидорович Филатов,2021,Платка,5.1,343.4,Радиофизика,г. Карачаевск,+7 (287) 724-1431,92.0,,,,100.0,100.0
Фролова Евпраксия Борисовна,2019,Бюджет,8.5,350.3,Прикладная математика,с. Минеральные Воды,8 391 544 5292,94.0,76.0,95.0,,,
Шестаков Добромысл Владиславович,2021,Платка,6.9,312.0,Прикладная математика,ст. Жигулевск,8 (748) 585-71-82,93.0,,65.0,,85.0,
Морозов Наркис Харитонович,2022,Бюджет,9.6,364.4,История,ст. Верхоянск,+7 (847) 106-4892,100.0,83.0,,85.0,,
Лонгин Бориславович Федосеев,2021,Бюджет,8.2,372.4,Радиофизика,ст. Мезень,+79974998598,,100.0,,100.0,,90.0
Прохоров Лучезар Венедиктович,2020,Бюджет,6.3,343.7,Информатика,г. Воскресенск,8 309 570 55 95,100.0,,,99.0,82.0,
Федот Владиславович Захаров,2023,Целевое,6.3,211.0,Лечебное дело,д. Бийск,8 693 196 6979,,63.0,,37.0,,48.0
Юрий Тихонович Андреев,2023,Бюджет,7.3,281.8,Лечебное дело,с. Верещагино (Перм.),8 (982) 974-56-65,69.0,69.0,,,,71.0
Соболева Пелагея Борисовна,2022,Бюджет,5.2,311.7,Лечебное дело,ст. Тимашевск,+7 (683) 494-1647,93.0,,81.0,86.0,,
Кузнецов Максимильян Артурович,2021,Платка,7.7,218.9,Международные отношения,к. Карпинск,8 (564) 748-52-91,,43.0,,58.0,,41.0
Элеонора Вячеславовна Комарова,2023,Платка,5.0,337.5,Информатика,п. Пушкино (Моск.),+74568797010,88.0,100.0,,100.0,,
Чеслав Юлианович Кудряшов,2022,Платка,6.7,358.4,Кибербезопасность,п. Урус-Мартан,+77209779288,100.0,98.0,93.0,,,
Матвей Еремеевич Анисимов,2021,Платка,6.2,246.8,Прикладная математика,клх Лазаревское,86661581336,73.0,51.0,,,61.0,
Виссарион Якубович Григорьев,2023,Бюджет,7.3,364.0,Психология,п. Соловки,+7 591 812 3631,100.0,,98.0,93.0,,
Полякова Светлана Аркадьевна,2023,Платка,8.3,375.2,Информатика,к. Шахты,+7 452 736 77 88,96.0,96.0,,100.0,,
Боян Бориславович Богданов,2020,Платка,8.3,274.2,Психология,с. Шенкурск,+7 (260) 828-8124,62.0,,,54.0,,75.0
г-жа Михайлова Феврония Вадимовна,2021,Бюджет,7.3,295.6,Кибербезопасность,к. Талдом,83755460390,66.0,81.0,76.0,,,
Ершова Ольга Владиславовна,2022,Целевое,9.0,383.8,Психология,п. Камышин,8 (588) 860-1406,,100.0,,94.0,,100.0
Рогова Лариса Болеславовна,2019,Платка,6.5,214.6,Радиофизика,г. Артем,+7 (989) 457-50-56,32.0,72.0,,,,46.0
Варфоломей Аксёнович Тимофеев,2019,Бюджет,5.9,264.3,Философия,п. Екатеринбург,8 (506) 158-18-37,66.0,75.0,,64.0,,
Федосий Богданович Данилов,2022,Целевое,5.8,282.9,Международные отношения,г. Зеленогорск (Ленин.),8 901 748 5425,78.0,61.0,,,86.0,
Фока Эдуардович Власов,2019,Бюджет,6.8,258.5,Кибербезопасность,клх Щелково,8 239 782 5436,53.0,,65.0,,,72.0
Фролов Потап Эдгардович,2019,Платка,8.4,375.0,История,г. Югорск,+73958445566,,91.0,100.0,,100.0,
Нестерова Виктория Наумовна,2019,Бюджет,7.0,259.8,История,ст. Карачаевск,+7 620 060 6669,70.0,,46.0,,74.0,
Клавдия Вадимовна Данилова,2022,Платка,8.0,316.6,Психология,с. Шелехов,8 094 205 86 94,79.0,,83.0,,,75.0
Флорентин Викентьевич Юдин,2020,Целевое,7.2,233.9,Лечебное дело,г. Нефтекамск,8 969 579 9493,48.0,51.0,,,63.0,
Доброслав Фадеевич Васильев,2019,Платка,10.0,299.0,Радиофизика,ст. Нижнеудинск,8 559 894 40 79,,54.0,94.0,,,51.0
Орлов Варфоломей Харлампович,2023,Бюджет,6.3,349.1,Прикладная информатика,ст. Гагарин,+7 (859) 578-37-15,89.0,,100.0,97.0,,
г-жа Юдина Евгения Андреевна,2022,Бюджет,7.5,251.3,Радиофизика,ст. Набережные Челны,+7 (793) 632-2507,,51.0,74.0,51.0,,
Моисеева София Сергеевна,2023,Платка,8.6,385.8,Прикладная информатика,г. Неплюевка,+77093056846,,100.0,100.0,,100.0,
Харлампий Елизарович Кононов,2021,Бюджет,7.5,310.9,Информатика,к. Ноглики,+7 (008) 490-5205,64.0,,,92.0,80.0,
Влас Владленович Воробьев,2022,Платка,5.9,340.1,Лечебное дело,г. Старый Оскол,+75563177215,100.0,,,86.0,,95.0
Григорьева Агафья Михайловна,2020,Бюджет,5.9,279.8,Радиофизика,д. Тимашевск,+7 (526) 010-2405,64.0,84.0,,,,73.0
Осипова Ульяна Григорьевна,2020,Платка,5.5,243.5,Психология,ст. Армавир,8 513 025 39 91,63.0,,64.0,,61.0,
Бирюков Анисим Абрамович,2020,Платка,7.7,298.2,Прикладная математика,клх Можга,+76950544054,72.0,,82.0,,,67.0
Кира Харитоновна Гущина,2021,Платка,7.4,266.8,Лечебное дело,с. Верхоянск,8 564 941 6097,,,47.0,,79.0,67.0
Носов Кондратий Владиславович,2021,Целевое,6.7,342.5,Прикладная математика,к. Кяхта,+7 (646) 720-47-23,100.0,,,100.0,,76.0
Пимен Фомич Коновалов,2022,Бюджет,5.7,255.3,Радиофизика,ст. Великие Луки,+7 (994) 911-1324,,60.0,82.0,,,56.0
Белякова Милица Григорьевна,2022,Целевое,7.1,351.6,Прикладная информатика,д. Хасан,8 (489) 015-3004,,94.0,,97.0,90.0,
Родионова Нонна Дмитриевна,2023,Бюджет,6.4,285.3,Международные отношения,клх Благовещенск (Амур.),+72371128089,,78.0,73.0,70.0,,
Трофимов Мечислав Власович,2021,Целевое,8.8,242.8,Прикладная математика,клх Моздок,8 (776) 725-74-59,55.0,,,65.0,35.0,
Виктория Захаровна Дмитриева,2021,Целевое,7.5,269.6,Радиофизика,ст. Новороссийск,+7 587 547 61 97,,72.0,,,43.0,80.0
Стоян Захарьевич Горбачев,2021,Бюджет,5.1,283.6,Психология,ст. Ишим,+7 816 647 2035,,,70.0,82.0,81.0,
Никон Ермилович Устинов,2020,Целевое,6.2,205.1,Кибербезопасность,д. Соловки,8 (975) 891-24-80,51.0,40.0,,,,52.0
Фомина Евфросиния Дмитриевна,2019,Платка,8.6,269.5,Кибербезопасность,клх Шадринск,+79465065010,66.0,,,,60.0,58.0
Селезнев Максимильян Викентьевич,2021,Бюджет,5.9,306.4,Международные отношения,п. Вологда,8 786 942 00 64,,95.0,76.0,76.0,,
Виноградов Анисим Харламович,2021,Целевое,5.3,295.5,Психология,п. Махачкала,+7 126 905 8206,85.0,77.0,,,,80.0
