ФИО,Год_поступления,Форма_обучения,Средний_балл_аттестата,Общий_балл,Специальность,Адрес_регистрации,Телефон,ЦТ_Русский язык,ЦТ_Химия,ЦТ_Физика,ЦТ_Математика,ЦТ_История,ЦТ_Биология
Элеонора Сергеевна Евдокимова,2023,Целевое,7.5,283.5,Философия,г. Данков,8 (496) 809-88-99,76.0,75.0,58.0,,,
Гуляев Владислав Харлампьевич,2022,Бюджет,6.3,242.3,Психология,клх Ивдель,+7 386 191 88 43,,,52.0,50.0,,77.0
Валентина Егоровна Титова,2021,Бюджет,7.7,368.4,Лечебное дело,с. Москва,+7 (491) 783-2235,,100.0,,,91.0,100.0
Оксана Тимуровна Щукина,2023,Целевое,6.8,330.5,История,г. Невьянск,89684625940,95.0,,,78.0,89.0,
Нина Натановна Самойлова,2021,Платка,7.9,376.6,Радиофизика,клх Таганрог,+7 (157) 536-70-01,,,,98.0,100.0,100.0
Дорофеева Таисия Евгеньевна,2020,Платка,6.6,304.4,Радиофизика,с. Хоста,89537909184,,93.0,,88.0,57.0,
Егоров Фока Евсеевич,2023,Платка,8.3,272.4,Психология,к. Кяхта,82885104508,,,51.0,,77.0,61.0
Регина Георгиевна Белоусова,2023,Целевое,8.6,335.2,Прикладная математика,п. Славгород,+7 830 808 78 11,,,90.0,,85.0,74.0
Якушев Анисим Виленович,2023,Бюджет,6.8,331.4,Международные отношения,с. Сусуман,88179463699,,,83.0,,100.0,80.0
Андрон Харлампьевич Прохоров,2021,Целевое,7.5,315.2,История,п. Эльтон,+7 369 688 7883,86.0,,,,86.0,68.0
Федорова Светлана Михайловна,2019,Целевое,6.7,256.7,Кибербезопасность,д. Печора,+7 528 095 0460,,62.0,74.0,,,54.0
Миронова Октябрина Михайловна,2020,Бюджет,8.1,312.2,Радиофизика,клх Верхний Уфалей,+7 202 656 66 60,72.0,76.0,,,,83.0
Большаков Иларион Давидович,2021,Бюджет,6.5,255.1,Психология,с. Таганрог,+7 333 163 98 54,75.0,,69.0,,,46.0
Исаев Валерьян Августович,2021,Целевое,7.2,318.0,Радиофизика,клх Елец,8 (398) 134-74-64,77.0,69.0,100.0,,,
Муравьев Егор Феоктистович,2020,Бюджет,7.2,244.5,Лечебное дело,с. Ямбург,8 (699) 821-49-97,54.0,,50.0,69.0,,
Лукьян Зиновьевич Соколов,2021,Платка,5.1,343.4,Радиофизика,с. Певек,85208113256,92.0,,,,100.0,100.0
Белоусов Венедикт Харлампьевич,2019,Бюджет,8.5,350.3,Прикладная математика,г. Чикола,+7 974 475 91 36,94.0,76.0,95.0,,,
Кулагина Валерия Захаровна,2021,Платка,6.9,312.0,Прикладная математика,г. Урай,8 (335) 013-3719,93.0,,65.0,,85.0,
Феврония Архиповна Федотова,2022,Бюджет,9.6,364.4,История,с. Таштагол,+7 342 807 9788,100.0,83.0,,85.0,,
Тамара Владимировна Савельева,2021,Бюджет,8.2,372.4,Радиофизика,к. Данков,+7 (748) 105-3664,,100.0,,100.0,,90.0
Гуляева Марфа Артемовна,2020,Бюджет,6.3,343.7,Информатика,д. Кетченеры,+7 166 904 3444,100.0,,,99.0,82.0,
Милен Евсеевич Попов,2023,Целевое,6.3,211.0,Лечебное дело,д. Россошь,+7 624 556 2311,,63.0,,37.0,,48.0
Артемий Ермолаевич Родионов,2023,Бюджет,7.3,281.8,Лечебное дело,к. Верхотурье,8 (651) 292-2338,69.0,69.0,,,,71.0
Рогов Фотий Тихонович,2022,Бюджет,5.2,311.7,Лечебное дело,г. Старый Оскол,+7 (856) 526-7099,93.0,,81.0,86.0,,
Демид Терентьевич Некрасов,2021,Платка,7.7,218.9,Международные отношения,г. Орск,8 497 635 13 12,,43.0,,58.0,,41.0
Дементьев Милан Тихонович,2023,Платка,5.0,337.5,Информатика,ст. Усть-Калманка,8 (860) 110-17-95,88.0,100.0,,100.0,,
Владимиров Азарий Дорофеевич,2022,Платка,6.7,358.4,Кибербезопасность,ст. Петропавловск-Камчатский,8 374 355 61 77,100.0,98.0,93.0,,,
Фокин Лука Васильевич,2021,Платка,6.2,246.8,Прикладная математика,клх Луховицы,8 574 348 52 15,73.0,51.0,,,61.0,
Копылов Мокей Харламович,2023,Бюджет,7.3,364.0,Психология,п. Верхоянск,+7 425 073 1807,100.0,,98.0,93.0,,
Сидорова Валерия Валериевна,2023,Платка,8.3,375.2,Информатика,клх Гатчина,+7 359 871 12 32,96.0,96.0,,100.0,,
Варфоломей Игоревич Елисеев,2020,Платка,8.3,274.2,Психология,п. Теберда,+7 967 402 36 78,62.0,,,54.0,,75.0
Регина Сергеевна Зыкова,2021,Бюджет,7.3,295.6,Кибербезопасность,г. Муравленко,+7 (199) 356-0734,66.0,81.0,76.0,,,
Майя Ефимовна Полякова,2022,Целевое,9.0,383.8,Психология,п. Пушкин,+7 306 931 6716,,100.0,,94.0,,100.0
Зимина Акулина Святославовна,2019,Платка,6.5,214.6,Радиофизика,г. Лабытнанги,+7 (407) 632-87-96,32.0,72.0,,,,46.0
Лаврентий Гурьевич Кошелев,2019,Бюджет,5.9,264.3,Философия,г. Мончегорск,+7 (797) 974-97-78,66.0,75.0,,64.0,,
Ковалев Никифор Елизарович,2022,Целевое,5.8,282.9,Международные отношения,с. Чокурдах,+76247868088,78.0,61.0,,,86.0,
Раиса Архиповна Давыдова,2019,Бюджет,6.8,258.5,Кибербезопасность,клх Партизанск,8 (118) 163-8892,53.0,,65.0,,,72.0
Нинель Евгеньевна Лобанова,2019,Платка,8.4,375.0,История,с. Салехард,8 896 415 9377,,91.0,100.0,,100.0,
Зоя Валентиновна Веселова,2019,Бюджет,7.0,259.8,История,с. Хасавюрт,8 987 776 7212,70.0,,46.0,,74.0,
Максимильян Иларионович Веселов,2022,Платка,8.0,316.6,Психология,к. Луховицы,8 753 986 8172,79.0,,83.0,,,75.0
Вацлав Адрианович Зимин,2020,Целевое,7.2,233.9,Лечебное дело,с. Кежма,+78609929127,48.0,51.0,,,63.0,
Наталья Аскольдовна Соловьева,2019,Платка,10.0,299.0,Радиофизика,клх Агинское (Забайк.),+7 212 910 00 77,,54.0,94.0,,,51.0
Рябова Анжелика Макаровна,2023,Бюджет,6.3,349.1,Прикладная информатика,г. Шенкурск,8 437 269 8141,89.0,,100.0,97.0,,
Лихачева Фаина Аскольдовна,2022,Бюджет,7.5,251.3,Радиофизика,ст. Златоуст,8 475 999 1429,,51.0,74.0,51.0,,
Сысоева Кира Валентиновна,2023,Платка,8.6,385.8,Прикладная информатика,п. Эльбрус,81075893579,,100.0,100.0,,100.0,
Кулакова Анжела Павловна,2021,Бюджет,7.5,310.9,Информатика,д. Меренга,+7 (600) 755-16-94,64.0,,,92.0,80.0,
Веселова Евгения Анатольевна,2022,Платка,5.9,340.1,Лечебное дело,к. Королев,+7 414 528 10 48,100.0,,,86.0,,95.0
Валентина Кирилловна Ширяева,2020,Бюджет,5.9,279.8,Радиофизика,к. Ирбит,+72468146080,64.0,84.0,,,,73.0
Антонова Алла Харитоновна,2020,Платка,5.5,243.5,Психология,ст. Двинской,8 (520) 413-8587,63.0,,64.0,,61.0,
Федосеев Эдуард Артурович,2020,Платка,7.7,298.2,Прикладная математика,к. Голицыно,8 723 110 6131,72.0,,82.0,,,67.0
Елизавета Кирилловна Нестерова,2021,Платка,7.4,266.8,Лечебное дело,клх Нарткала,8 206 985 63 52,,,47.0,,79.0,67.0
Радислав Харлампьевич Быков,2021,Целевое,6.7,342.5,Прикладная математика,п. Волгодонск,+7 847 367 88 62,100.0,,,100.0,,76.0
Наумов Исай Исидорович,2022,Бюджет,5.7,255.3,Радиофизика,г. Жуковский,8 (932) 864-4162,,60.0,82.0,,,56.0
Маркова Евфросиния Яковлевна,2022,Целевое,7.1,351.6,Прикладная информатика,п. Дмитров,88077882552,,94.0,,97.0,90.0,
Красильников Мокей Трофимович,2023,Бюджет,6.4,285.3,Международные отношения,с. Нурлат,+7 258 269 04 42,,78.0,73.0,70.0,,
Силина Мария Алексеевна,2021,Целевое,8.8,242.8,Прикладная математика,п. Архыз,8 (579) 428-58-58,55.0,,,65.0,35.0,
Одинцова Клавдия Константиновна,2021,Целевое,7.5,269.6,Радиофизика,д. Середниково,8 (785) 689-86-92,,72.0,,,43.0,80.0
Кононова Анжела Наумовна,2021,Бюджет,5.1,283.6,Психология,с. Новороссийка,8 474 866 42 41,,,70.0,82.0,81.0,
Федорова Лидия Алексеевна,2020,Целевое,6.2,205.1,Кибербезопасность,г. Чайковский,+7 597 719 9573,51.0,40.0,,,,52.0
Валерия Вячеславовна Петрова,2019,Платка,8.6,269.5,Кибербезопасность,к. Светлогорск (Калин.),+74273859468,66.0,,,,60.0,58.0
Овчинников Афиноген Тарасович,2021,Бюджет,5.9,306.4,Международные отношения,г. Красноярск,+7 (219) 824-4663,,95.0,76.0,76.0,,
Семенова Марина Рубеновна,2021,Целевое,5.3,295.5,Психология,д. Пышма,8 567 072 6504,85.0,77.0,,,,80.0
Стрелков Никифор Харлампьевич,2023,Платка,8.3,348.4,Кибербезопасность,д. Дудинка,+7 (760) 271-2651,,100.0,,,75.0,90.0
Марина Львовна Игнатьева,2021,Целевое,6.3,222.0,Прикладная математика,п. Губкинский,+7 110 621 71 86,47.0,,47.0,,,65.0
Шашков Лукьян Эдгардович,2020,Бюджет,7.6,277.2,Прикладная математика,д. Балтийск,89628837944,,,71.0,58.0,72.0,
Нинель Ильинична Мельникова,2022,Платка,7.7,363.3,Прикладная информатика,п. Ершов,+7 870 211 9004,,,100.0,,89.0,97.0
Игнатьева Анна Романовна,2022,Бюджет,8.5,338.9,Международные отношения,с. Александров,8 (141) 855-2321,93.0,83.0,,,,78.0
Петухова Варвара Оскаровна,2022,Бюджет,9.1,308.2,Философия,г. Ивдель,+7 (221) 150-2128,67.0,,79.0,71.0,,
Наталья Максимовна Уварова,2019,Бюджет,5.2,297.6,Информатика,ст. Верещагино (Перм.),89863520538,,73.0,88.0,,85.0,
Сорокин Фирс Денисович,2021,Целевое,6.0,250.0,История,к. Петрозаводск,8 (118) 464-9959,77.0,,47.0,,66.0,
Галина Михайловна Симонова,2019,Целевое,7.4,272.3,Прикладная информатика,п. Гдов,+7 247 519 5889,,,90.0,,47.0,61.0
Антонова Синклитикия Кузьминична,2020,Платка,6.7,348.4,Прикладная математика,к. Зарайск,8 (933) 517-50-52,90.0,91.0,,100.0,,
Савина Фёкла Захаровна,2021,Целевое,8.0,297.8,Философия,п. Переславль-Залесский,8 (090) 250-5972,85.0,,,64.0,,69.0
Лазарев Демид Егорович,2023,Бюджет,8.3,354.5,Прикладная информатика,д. Калач-на-Дону,87285236888,,72.0,100.0,99.0,,
Ширяев Елисей Всеволодович,2022,Целевое,9.2,392.3,Психология,ст. Алдан,+72280925710,100.0,,,,100.0,100.0
